exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,skip_mode,conv,mha,mlp,use_pos,seq_len,lr,d,hid_d,last_d,tok_d,time_d,pos_d,e_layers,tok_conv_k,conv_out_d,feat_conv_k,dropout,norm_type,num_heads,bs
2024-08-18 12:29,11183.49,87.37178039550781,77828.42,31.652740478515625,76929.66,7.235600471496582,30,76444.945,37.659271240234375,16934.37,83.28336334228516,80938.4,13.935425758361816,21,79468.05,3.054293394088745,12346.6455,86.59558868408203,79456.24,30.247133255004883,28,full,True,False,True,False,16,0.0008,64,96,128,16,8,4,12,11,64,11,0.2,layer,16,1024
2024-08-18 11:13,13410.656,85.79500579833984,70569.56,30.03482437133789,78429.77,-4.434534549713135,33,71438.5,40.837364196777344,36635.914,65.61748504638672,76849.96,8.844775199890137,19,65816.695,40.178131103515625,30438.703,69.76374816894531,73326.03,48.248046875,16,none   ,True,False,True,True,16,0.001,16,96,256,96,4,4,8,5,128,11,0.1,layer,4,1024
2024-08-18 10:52,9406.641,90.13593292236328,72085.586,34.06312561035156,81327.93,15.74435043334961,50,70771.734,35.963356018066406,19522.838,80.95588684082031,82710.14,15.36955738067627,29,81655.99,14.418010711669922,37368.086,57.596900939941406,81818.26,20.70929718017578,15,conv_mlp,True,False,False,True,16,0.003,96,96,128,64,16,4,12,5,128,9,0.1,batch,16,1024
2024-08-18 04:33,9006.608,90.44076538085938,73103.086,42.58189010620117,73454.46,25.345556259155277,35,73811.7,41.85698318481445,21363.207,80.85147857666016,77215.43,12.144771575927734,22,70437.266,22.82873916625977,46471.34,52.7364501953125,83909.37,38.10423278808594,6,conv_mlp,True,False,True,True,16,0.003,96,96,128,8,8,16,8,5,128,13,0.2,batch,32,1024
2024-08-18 01:15,22576.695,72.69758605957031,77929.586,42.93723678588867,72679.67,30.91447257995605,17,82839.805,39.172584533691406,26746.988,70.8380355834961,72148.28,32.016693115234375,19,69547.3,39.45425415039063,17872.193,83.02067565917969,79005.42,43.93999481201172,18,conv_mlp,True,False,True,False,16,0.005,96,64,256,8,8,4,8,9,64,13,0.2,batch,4,1024
2024-08-18 11:19,7805.7085,91.71351623535156,79874.54,35.28959655761719,76761.06,24.28752899169922,37,75317.375,40.54751586914063,14817.911,83.36112213134766,76542.22,24.345212936401367,22,74399.11,39.89165496826172,50552.47,63.924415588378906,124029.99,19.51773834228516,4,full,True,False,True,False,16,0.003,64,64,256,96,8,8,6,5,64,9,0.2,batch,32,1024
2024-08-18 03:54,13439.102,86.40867614746094,72396.88,47.12710952758789,77751.07,38.42152786254883,28,71659.56,46.98559188842773,25450.963,73.43492889404297,71976.35,32.121055603027344,15,72692.31,41.41061782836914,32402.004,68.56459045410156,75940.06,52.03676223754883,5,full,True,False,True,False,16,0.005,64,96,128,32,8,16,6,9,128,11,0.2,layer,4,1024
2024-08-18 03:49,15891.654,83.50651550292969,101088.64,32.331356048583984,78526.19,22.967247009277344,18,88685.234,-0.4752085506916046,82133.26,15.937973022460938,81126.33,4.174015522003174,1,71851.586,28.38949584960937,32155.688,68.50192260742188,243523.83,4.9608683586120605,7,full,True,False,False,True,16,0.001,16,64,128,16,4,8,6,9,64,9,0.1,batch,8,1024
2024-08-18 07:43,8846.671,90.7546157836914,76127.33,40.74734115600586,84548.73,20.74958038330078,44,69712.85,46.89141845703125,17928.195,81.73816680908203,81949.15,26.59275245666504,23,76143.99,43.42369079589844,72707.66,47.81637573242188,84768.76,35.63383102416992,4,full,True,False,True,True,16,0.005,48,48,128,32,16,4,12,5,64,13,0.1,batch,48,1024
2024-08-18 08:21,29137.812,66.47470092773438,69042.875,28.80011558532715,83109.1,-3.0800764560699463,15,74652.3,46.37944030761719,37321.46,65.56234741210938,76690.945,30.040977478027344,16,77964.12,13.511635780334473,34364.645,60.50123977661133,71128.81,42.56716537475586,5,conv_mlp,True,False,True,False,16,0.005,48,96,256,8,4,4,12,11,128,13,0.2,batch,8,1024
2024-08-18 02:00,8059.992,91.48135375976562,73020.48,40.41233444213867,76138.51,22.300317764282227,39,68060.05,43.76290130615234,13717.354,85.68397521972656,74041.71,21.6953125,24,66550.96,37.34906768798828,33745.22,64.52294921875,184021.34,10.129313468933104,5,full,True,False,False,True,16,0.001,48,48,256,96,4,8,6,9,128,9,0.2,batch,16,1024
2024-08-18 10:54,11776.644,87.27401733398438,70794.625,46.8567008972168,71266.125,30.010780334472656,41,69040.5,47.30747985839844,17423.03,81.33251190185547,69988.28,32.81120300292969,26,69988.28,32.81120300292969,17423.03,81.33251190185547,69040.5,47.30747985839844,26,none   ,True,False,True,False,16,0.001,96,96,256,8,16,8,6,11,64,9,0.2,layer,32,1024
2024-08-18 16:08,7699.0635,91.98998260498048,84758.7,19.795753479003903,74568.2,15.572066307067873,44,82614.53,20.57298469543457,11477.855,87.52412414550781,73710.55,17.14017677307129,30,71071.75,26.089418411254883,10897.719,88.99043273925781,82965.68,25.5217342376709,31,conv_mlp,True,False,False,False,36,0.003,16,96,256,16,16,16,4,9,128,9,0.2,layer,16,1024
2024-08-18 03:55,11214.935,88.37195587158203,82143.9,42.11579895019531,77642.15,23.95812225341797,28,78730.63,45.04294204711914,19407.219,80.05878448486328,80573.305,21.717151641845703,14,72841.57,16.245447158813477,31165.287,70.2304458618164,116257.72,27.065061569213867,5,full,True,False,False,False,16,0.003,96,96,256,16,8,16,6,9,128,11,0.2,batch,8,1024
2024-08-18 02:02,16402.469,83.22341918945312,73013.55,50.4261589050293,83571.35,15.01173973083496,30,70519.43,46.00749588012695,31233.598,63.28565216064453,73842.35,27.57459259033203,18,80756.25,5.794854164123535,82208.67,17.28143310546875,88388.46,0.975264012813568,1,none   ,True,False,True,True,16,0.003,64,48,128,96,4,8,12,9,64,9,0.2,layer,8,1024
2024-08-18 06:25,12087.958,87.00340270996094,67605.55,34.0892219543457,83931.03,0.801083505153656,31,61407.367,45.30915069580078,29215.828,66.76732635498047,82738.49,14.142294883728027,18,82646.95,-1.7104449272155762,82074.875,11.15936279296875,89932.13,-5.765656471252441,1,conv_mlp,True,False,False,False,16,0.005,16,48,256,64,8,8,12,5,64,9,0.1,layer,4,1024
2024-08-18 05:37,7774.5576,91.83290100097656,75800.375,40.7466926574707,76584.42,33.755615234375,41,75516.41,42.23101043701172,11676.19,87.43883514404297,79033.71,34.31814193725586,27,72489.12,44.8890495300293,30559.467,70.8224868774414,138344.75,29.395790100097656,5,full,True,False,True,True,16,0.001,96,96,128,8,8,16,8,9,64,11,0.2,batch,4,1024
2024-08-18 08:14,7959.187,91.54460906982422,73878.3,32.51350402832031,79590.69,7.0434770584106445,45,72326.89,37.56651306152344,10826.08,88.5509033203125,79749.96,11.267017364501951,32,76613.86,34.85307312011719,41127.418,66.24026489257812,82571.62,34.16201400756836,5,full,True,False,True,True,16,0.003,64,48,128,16,16,8,6,5,128,13,0.2,layer,16,1024
2024-08-18 05:10,10201.155,89.69633483886719,76008.3,48.54359817504883,82108.79,40.77021408081055,31,79068.98,50.25564193725586,23795.982,76.2074966430664,83449.11,36.95993423461914,17,82134.37,30.67642593383789,42209.88,67.1175308227539,75955.49,37.30008316040039,5,full,True,False,False,False,16,0.003,48,96,256,8,16,16,8,9,64,13,0.2,batch,16,1024
2024-08-18 01:15,11175.598,87.60426330566406,66501.5,43.8646354675293,79445.15,9.466906547546388,38,65064.57,41.13625717163086,24197.973,69.68795013427734,80914.29,9.828554153442385,23,79699.04,10.556181907653809,16084.44,83.02487182617188,67634.1,46.42446517944336,31,conv_mlp,True,False,True,False,16,0.003,16,64,256,32,4,16,12,5,64,9,0.2,layer,4,1024
2024-08-18 11:33,10608.656,89.25408172607422,86091.5,23.711101531982425,77990.61,24.065698623657227,35,88821.414,-1.1098623275756836,82108.516,15.423758506774902,81294.85,3.465890884399414,1,72521.3,21.27010726928711,20069.447,78.04104614257812,82965.18,25.189422607421875,19,none   ,True,False,False,False,16,0.001,16,48,256,16,8,4,6,9,128,13,0.2,batch,8,1024
2024-08-18 09:02,9922.866,89.53787994384766,72535.414,43.04010391235352,81045.13,22.338905334472656,30,72535.89,41.8491439819336,16295.387,82.7739028930664,81091.195,26.33253288269043,19,74806.25,28.23871612548828,62850.223,47.073768615722656,78544.79,35.305389404296875,5,full,True,False,True,False,16,0.001,96,64,128,32,8,4,8,5,128,9,0.1,batch,8,1024
2024-08-18 01:28,7958.7334,91.36477661132812,73995.414,49.54277038574219,75594.79,39.71111679077149,47,73813.28,48.498626708984375,11303.649,87.11390686035156,75057.33,38.42802047729492,35,75794.01,41.57415008544922,8711.963,90.51251983642578,74817.62,50.117794036865234,41,conv_mlp,True,False,True,True,16,0.001,64,48,128,32,4,16,12,9,64,9,0.2,batch,4,1024
2024-08-18 14:48,7432.6436,92.49713134765624,73459.72,37.91909408569336,76653.89,7.705254554748535,50,70952.16,41.010536193847656,9398.585,90.7240753173828,75029.89,11.037537574768066,35,76376.97,5.369210243225098,11528.403,87.392578125,71630.87,37.02729034423828,27,conv_mlp,True,False,True,False,24,0.001,64,96,256,16,4,4,8,9,256,11,0.2,batch,16,1024
2024-08-18 05:06,13821.805,84.46147918701172,73620.98,43.70515823364258,74777.3,19.65742492675781,33,76136.664,51.74056243896485,31323.736,79.44654846191406,71197.44,36.75194549560547,22,70511.1,40.42782974243164,21025.648,75.9254379272461,78186.516,48.23073196411133,20,none   ,True,False,True,True,16,0.005,96,96,256,64,4,16,8,11,128,11,0.1,layer,16,1024
2024-08-18 12:27,12080.754,87.43047332763672,69341.81,40.971168518066406,75425.53,22.112510681152344,34,67396.45,43.89381790161133,14849.714,85.71089935302734,75291.65,18.44402503967285,28,69879.63,38.57774353027344,46772.645,46.953834533691406,73735.73,54.989723205566406,5,full,True,False,True,False,16,0.003,64,96,128,96,16,4,12,9,64,9,0.1,batch,4,1024
2024-08-18 04:47,11146.493,88.26558685302734,74528.31,39.62799835205078,78578.87,30.8990421295166,29,69193.89,42.44210433959961,33431.824,61.44197845458984,69869.94,25.20683479309082,15,76486.734,26.671783447265625,20099.37,77.57268524169922,73752.87,39.96565628051758,19,conv_mlp,True,False,False,False,16,0.0008,64,64,128,64,8,16,12,9,64,9,0.2,batch,16,1024
2024-08-18 11:17,7694.8438,91.79419708251952,78140.69,37.54256439208984,71708.89,31.99961280822754,41,74991.8,44.68766403198242,13515.878,85.43647766113281,73317.555,26.523168563842773,27,77242.58,30.848630905151367,23253.916,74.31720733642578,81636.89,48.89321517944336,16,conv_mlp,True,False,False,False,16,0.003,16,48,256,32,8,16,8,11,64,13,0.2,layer,4,1024
2024-08-18 02:38,13369.792,85.49100494384766,76026.7,38.39805603027344,81672.87,18.30563735961914,30,79604.484,45.68972396850586,31100.92,70.64694213867188,87469.3,33.21167755126953,17,77711.23,28.380468368530277,21049.799,80.43876647949219,78085.695,42.37223434448242,19,none   ,True,False,True,True,16,0.005,64,64,256,8,8,8,8,11,64,9,0.2,batch,8,1024
2024-08-18 09:03,70952.07,35.04682540893555,89983.59,28.87252616882324,103072.7,6.865458488464356,16,88360.75,1.1160080432891846,82217.41,17.442771911621094,80721.48,5.952318668365479,1,80721.48,5.952318668365479,82217.41,17.442771911621094,88360.75,1.1160080432891846,1,none   ,True,False,True,True,16,0.005,96,64,128,32,4,4,8,11,64,9,0.1,batch,16,1024
2024-08-18 10:50,6039.2217,94.00460815429688,71662.6,45.60127258300781,83330.28,28.635313034057617,42,70815.97,44.614219665527344,9268.03,90.8290786743164,84570.56,28.278533935546875,28,82992.95,-2.9233198165893555,82103.48,10.104580879211426,90220.54,-6.8602495193481445,1,full,True,False,False,True,16,0.0008,64,64,256,64,16,4,8,5,64,11,0.1,layer,4,1024
2024-08-18 14:47,9609.028,90.07716369628906,80245.516,32.438499450683594,72772.766,28.172800064086918,32,82490.34,24.18191719055176,18057.602,80.27934265136719,75461.59,16.58926773071289,19,70814.305,23.602821350097656,15706.552,83.52073669433594,81691.23,29.11594009399414,21,conv_mlp,True,False,False,False,24,0.0008,96,96,256,32,16,4,6,11,256,11,0.2,layer,32,1024
2024-08-18 11:07,8790.579,90.6286392211914,73527.76,49.08594131469727,73723.35,39.22366714477539,38,69321.87,43.64713668823242,21235.783,77.85425567626953,76849.61,11.434438705444336,18,71168.72,29.044166564941406,15281.953,83.92012786865234,71499.6,42.03854370117188,25,conv_mlp,True,False,False,False,16,0.003,16,64,256,96,8,16,8,11,64,13,0.1,layer,16,1024
2024-08-18 14:52,8773.2,91.42266082763672,75196.84,45.72146987915039,78638.5,26.365966796875,36,75042.586,50.73990249633789,15097.097,85.6527099609375,76079.68,39.76539611816406,23,80586.336,27.751569747924805,33542.1,66.73524475097656,76853.21,41.88399124145508,5,full,True,False,False,False,24,0.003,64,64,256,32,8,8,8,11,256,11,0.2,batch,16,1024
2024-08-18 11:33,23481.334,74.73011779785156,85723.54,25.099414825439453,84740.055,5.924468040466309,19,88405.125,0.8911097645759583,82203.58,17.196130752563477,80777.14,5.700719356536865,1,80777.14,5.700719356536865,82203.58,17.196130752563477,88405.125,0.8911097645759583,1,conv_mlp,True,False,True,True,16,0.0008,64,48,128,32,8,8,12,11,64,13,0.1,batch,8,1024
2024-08-18 12:11,12381.212,87.94661712646484,75003.42,37.5664176940918,73367.56,31.97480010986328,37,73177.25,39.08539962768555,18623.363,79.9885025024414,77132.0,34.29864501953125,23,76076.375,28.293609619140625,13714.197,85.97666931152344,76642.6,32.97515106201172,33,none   ,True,False,True,False,16,0.005,64,64,256,32,8,16,6,5,64,11,0.2,layer,32,1024
2024-08-18 07:02,8233.441,90.75485229492188,78190.766,31.893953323364254,81324.234,18.64034080505371,41,70669.78,37.83551788330078,17313.512,81.94049835205078,78970.57,28.872560501098636,26,74475.41,26.232484817504883,16047.749,84.41128540039062,75704.83,32.116207122802734,23,full,True,False,False,False,16,0.005,48,48,128,96,16,8,12,11,128,9,0.2,layer,4,1024
2024-08-18 14:35,9951.504,89.39852142333984,74317.91,50.61796188354492,79845.2,24.926515579223636,35,75654.59,48.20490646362305,16265.667,83.66966247558594,80920.086,14.440701484680176,21,83092.71,33.12507247924805,27069.553,72.44364929199219,87127.875,47.77214050292969,8,conv_mlp,True,False,True,False,24,0.0008,64,48,256,16,16,8,4,11,128,11,0.2,batch,16,1024
2024-08-18 15:42,7834.0645,91.67112731933594,76869.055,45.86631393432617,71681.08,36.00756072998047,40,74159.54,47.129615783691406,11678.433,87.0847396850586,70938.81,31.025894165039062,28,70705.0,37.0686149597168,17539.096,82.36795043945312,76750.23,44.08531951904297,17,full,True,False,True,False,36,0.001,64,64,256,16,16,4,6,9,256,9,0.1,layer,32,1024
2024-08-18 11:04,7606.2715,91.82821655273438,73675.0,45.38622283935547,83870.09,30.734073638916016,46,73694.88,46.164283752441406,10293.641,89.62467956542969,84713.305,32.85944747924805,36,82940.04,-2.7402336597442627,82098.3,10.253921508789062,90176.34,-6.694943428039551,1,conv_mlp,True,False,False,True,16,0.005,96,48,256,8,4,8,8,11,64,13,0.2,layer,16,1024
2024-08-18 09:14,10506.598,88.98603057861328,76620.625,45.03133392333984,75283.195,31.83991241455078,30,75843.51,40.66592025756836,25655.285,70.59463500976562,80784.78,13.733065605163574,16,78327.44,33.65732192993164,16677.666,84.38359069824219,75502.58,50.008094787597656,21,conv_mlp,True,False,False,True,16,0.0008,48,64,256,8,4,4,8,9,64,9,0.2,batch,4,1024
2024-08-18 06:27,8563.242,90.84972381591795,72358.02,44.97481536865234,75026.21,23.930150985717773,48,70379.28,45.0242919921875,15676.158,82.81768035888672,79462.28,14.638568878173828,28,73963.02,21.90016365051269,11257.071,87.15911865234375,70410.28,44.30839920043945,34,full,True,False,True,True,16,0.001,48,64,128,96,4,16,12,5,64,11,0.2,batch,8,1024
2024-08-18 11:24,8268.881,91.0662078857422,78404.875,25.88871383666992,79488.88,16.54833984375,49,78763.98,28.511838912963867,10671.979,88.88997650146484,79420.2,18.956979751586918,36,79323.34,31.20427703857422,23591.73,79.09735870361328,78814.164,44.431034088134766,17,full,True,False,False,True,16,0.003,48,64,256,16,16,4,12,9,64,11,0.2,layer,4,1024
2024-08-18 06:27,82027.19,11.646495819091797,89729.04,-4.721600532531738,83346.44,-2.41546893119812,27,90275.96,-7.0663838386535645,82110.38,9.887858390808104,83059.24,-3.151561498641968,1,78307.83,28.36924171447754,86392.055,33.431339263916016,86922.82,20.44955825805664,26,none   ,True,False,True,False,16,0.005,64,48,128,32,4,4,12,9,64,9,0.1,layer,8,1024
2024-08-18 09:01,13738.319,85.48524475097656,132879.88,15.407981872558594,77142.11,18.020530700683597,34,69817.164,49.63703918457031,39334.004,64.22103118896484,80033.03,29.05988121032715,16,74954.68,31.67181968688965,25234.885,76.9618148803711,116592.99,30.484277725219727,21,none   ,True,False,False,True,16,0.001,48,48,128,8,4,8,8,11,64,9,0.1,batch,48,1024
2024-08-18 12:17,11926.899,87.6640396118164,79300.19,45.30097579956055,83488.77,36.07298278808594,24,74649.484,48.96708679199219,16796.846,81.58252716064453,81742.125,32.60343933105469,16,75566.7,38.53632736206055,32586.95,62.360145568847656,77235.69,34.02313995361328,5,conv_mlp,True,False,True,True,16,0.003,64,64,256,64,16,8,6,9,64,11,0.2,batch,32,1024
2024-08-18 01:59,6557.4775,92.8966064453125,76185.15,36.93362045288086,77688.39,24.311338424682617,47,74762.984,36.76125717163086,9925.291,88.62466430664062,77283.99,21.861467361450195,33,76644.766,30.797338485717773,20530.916,78.42826080322266,81851.195,32.556392669677734,15,full,True,False,False,False,16,0.005,48,48,256,16,8,8,8,11,128,11,0.2,batch,4,1024
2024-08-18 04:58,12986.953,86.27964782714844,72424.42,46.33417510986328,75160.82,31.746318817138672,34,73175.72,44.91844177246094,20849.78,77.39653015136719,81368.28,23.77937889099121,20,73105.0,32.69312286376953,13468.768,85.38980865478516,72209.64,47.02182388305664,31,none   ,True,False,False,True,16,0.001,64,96,256,96,8,4,6,11,128,11,0.1,batch,16,1024
2024-08-18 01:26,7866.7656,91.7253189086914,75731.555,48.821327209472656,73745.0,39.97726440429688,48,74310.12,49.07352066040039,9597.756,89.38822937011719,73671.266,38.13838577270508,37,72430.87,28.53403663635254,13234.37,86.44664764404297,76583.305,45.81020736694336,30,conv_mlp,True,False,True,True,16,0.0008,48,64,128,64,16,4,12,11,128,9,0.2,batch,4,1024
2024-08-18 03:26,7153.759,92.54129791259766,75064.36,46.28254699707031,71712.43,34.7967414855957,48,73934.016,46.529518127441406,8210.088,90.98111724853516,71973.39,33.08456039428711,40,71400.82,33.73739242553711,8479.489,91.13729858398438,74229.69,45.690765380859375,39,conv_mlp,True,False,True,True,16,0.003,96,96,256,8,4,8,12,11,128,11,0.2,layer,4,1024
2024-08-18 08:00,7617.7485,92.01721954345705,72620.555,37.900760650634766,74869.47,33.03940963745117,42,69977.2,36.88919448852539,14875.503,84.52996826171875,72464.57,33.001068115234375,27,72152.266,34.992000579833984,18372.342,80.77301788330078,74182.85,42.90897750854492,21,conv_mlp,True,False,False,False,16,0.003,96,96,128,64,4,8,8,9,64,13,0.2,batch,16,1024
2024-08-18 01:32,19468.902,75.9334945678711,79515.07,43.09626770019531,78059.805,30.881193161010746,16,76080.6,36.9068717956543,21649.564,77.34938049316406,77590.58,30.707393646240234,18,78323.984,14.422106742858888,25420.43,76.03192138671875,79718.3,29.538917541503903,20,conv_mlp,True,False,False,True,16,0.005,16,64,256,16,4,8,8,11,64,11,0.1,layer,8,1024
2024-08-18 15:43,15798.394,83.16602325439453,84011.46,30.678306579589844,81456.84,25.96256256103516,38,82018.625,40.17658615112305,26086.178,75.47594451904297,81895.59,37.052528381347656,24,80695.44,3.1165475845336914,82127.01,14.776748657226562,89172.35,-1.7494391202926636,1,none   ,True,False,True,False,36,0.0008,64,48,256,8,8,4,8,11,128,11,0.2,batch,4,1024
2024-08-18 04:32,8115.88,91.53590393066406,71088.44,44.52532196044922,74918.6,25.555540084838867,48,68755.58,45.871429443359375,10372.059,89.01179504394531,74062.26,28.994932174682617,33,73000.31,28.27817726135254,9455.536,90.35623931884766,71689.09,44.89259338378906,42,conv_mlp,True,False,False,False,16,0.001,64,96,256,16,16,8,12,5,128,11,0.1,batch,32,1024
2024-08-18 03:57,8430.572,90.97604370117188,87014.08,43.21755599975586,73972.71,20.52191734313965,37,82342.12,37.88536834716797,16882.756,82.02212524414062,77477.06,7.378835678100586,21,78702.02,4.950921535491943,33845.55,65.80913543701172,129585.66,26.115068435668945,5,full,True,False,False,True,16,0.003,16,96,128,32,4,4,6,5,128,9,0.2,layer,8,1024
2024-08-18 12:12,10151.6,89.28836822509766,71754.89,44.281864166259766,79079.66,23.932701110839844,31,69321.234,46.26387023925781,20632.746,78.99288940429688,78439.35,23.95009422302246,17,76352.55,11.59075927734375,33500.72,61.95428466796875,75718.58,31.4338321685791,6,full,True,False,False,True,16,0.001,96,48,256,64,8,8,6,5,128,11,0.2,batch,4,1024
2024-08-18 06:07,13201.74,85.95296478271484,75215.12,44.86087417602539,72513.836,30.2830810546875,30,76100.22,47.75239562988281,22431.307,80.5445785522461,75681.695,47.28250503540039,19,71625.945,29.28984260559082,14015.495,85.68588256835938,79073.805,41.64019775390625,31,full,True,False,False,True,16,0.005,48,48,256,32,4,4,12,11,64,11,0.1,layer,4,1024
2024-08-18 04:25,16051.996,83.14128875732422,94410.4,39.22663497924805,81338.836,26.930639266967773,19,88666.24,-0.3852106928825378,82137.17,16.031038284301758,81102.76,4.27446174621582,1,73214.27,37.78112411499024,59386.58,59.05021286010742,107104.67,35.32783126831055,5,full,True,False,True,False,16,0.001,16,64,256,16,16,4,6,9,128,9,0.1,batch,32,1024
2024-08-18 05:06,15634.614,83.73334503173828,79357.01,52.890846252441406,79338.91,45.94137954711914,30,86849.73,38.28896713256836,27533.287,67.77940368652344,76424.3,31.527284622192383,18,75681.516,15.281728744506836,33433.68,61.396820068359375,79595.055,37.48061752319336,21,none   ,True,False,False,True,16,0.001,96,64,128,32,4,16,8,5,64,9,0.1,batch,8,1024
2024-08-18 11:23,17010.592,81.77452850341797,80813.234,41.51198196411133,76153.31,37.495059967041016,20,87355.05,48.004005432128906,63141.31,44.8106575012207,82359.555,41.796993255615234,7,78873.75,47.50418472290039,26521.566,75.5426025390625,83265.28,46.24866485595703,17,none   ,True,False,False,False,16,0.005,96,48,128,32,16,8,6,11,128,13,0.2,layer,16,1024
2024-08-18 11:41,7827.282,91.6662826538086,78805.055,32.06855010986328,74291.43,23.668195724487305,41,78141.44,33.885623931884766,12070.1875,86.14310455322266,74390.484,20.8182373046875,26,72669.63,31.16082572937012,10786.551,89.24203491210938,80947.65,36.32107925415039,30,conv_mlp,True,False,True,False,16,0.003,96,96,128,64,8,8,8,11,64,13,0.1,layer,4,1024
2024-08-18 06:09,39401.312,52.36799240112305,77008.75,29.029708862304688,78814.81,24.32419776916504,14,89042.766,-2.106222629547119,82079.61,14.526090621948242,81567.28,2.35551381111145,1,81567.28,2.35551381111145,82079.61,14.526090621948242,89042.766,-2.106222629547119,1,none   ,True,False,True,False,16,0.005,48,96,128,32,16,4,12,11,128,9,0.2,batch,8,1024
2024-08-18 03:21,10829.13,88.95343780517578,71897.086,36.65078353881836,81848.67,4.82876443862915,41,71272.12,33.59713363647461,15648.3955,84.05985260009766,84903.516,-2.425768613815308,26,81485.12,5.795403957366943,14314.621,84.90338134765625,72400.71,38.63051986694336,29,none   ,True,False,True,True,16,0.0008,48,64,128,64,16,4,8,11,128,13,0.1,batch,4,1024
2024-08-18 16:23,18628.53,80.2398681640625,132763.66,14.467888832092283,75957.75,32.482234954833984,17,92269.94,-13.13774871826172,82571.49,4.183137893676758,84621.66,-9.637598037719728,1,74154.836,25.12193489074707,20208.71,78.71250915527344,159172.06,7.147474765777588,16,conv_mlp,True,False,False,False,36,0.003,16,64,256,16,4,16,8,11,128,9,0.2,batch,32,1024
2024-08-18 14:29,12351.958,87.0423355102539,78099.92,36.257320404052734,80016.46,7.667167186737059,27,78452.97,33.29313659667969,25823.96,75.32305145263672,75802.31,24.586219787597656,14,72692.51,20.88661003112793,26336.648,75.83222198486328,77341.65,34.5191764831543,15,conv_mlp,True,False,False,False,24,0.0008,16,96,256,16,8,4,4,9,128,11,0.2,batch,4,1024
2024-08-18 16:26,15474.127,83.5335693359375,82691.95,27.46159553527832,78414.07,19.659236907958984,21,88647.71,0.7405441403388977,82231.74,17.097976684570312,79993.01,5.918834686279297,1,72518.99,40.9688606262207,29364.496,67.22974395751953,77855.54,44.27983474731445,6,conv_mlp,True,False,True,False,36,0.003,64,64,256,16,8,4,4,9,128,9,0.1,layer,4,1024
2024-08-18 11:08,18940.094,79.3338394165039,84041.55,42.16206359863281,76893.32,34.33120346069336,20,85915.56,39.85002136230469,34531.406,68.53291320800781,91867.91,28.18700408935547,6,71961.44,46.019378662109375,44200.266,58.344520568847656,78653.87,46.52483749389648,5,conv_mlp,True,False,True,False,16,0.005,16,64,256,64,4,8,6,5,64,9,0.2,layer,4,1024
2024-08-18 08:50,15054.681,85.46979522705078,76376.49,45.74882125854492,75366.17,18.57295608520508,33,81349.6,14.687700271606444,96686.25,5.700961112976074,111678.33,-49.85087203979492,19,69457.36,41.89022445678711,57446.867,59.94596481323242,82591.586,46.74655151367188,15,none   ,True,False,True,False,16,0.003,16,48,256,8,8,16,12,11,128,9,0.2,layer,16,1024
2024-08-18 04:17,18936.338,82.1185531616211,88604.516,42.66716003417969,74321.375,39.71394348144531,22,89574.37,-4.350753784179688,82058.13,12.43277359008789,82215.15,-0.1405005604028701,1,77391.57,33.436561584472656,27437.482,73.57540130615234,90049.63,40.15299606323242,18,none   ,True,False,True,False,16,0.003,96,64,256,8,4,4,6,11,64,9,0.2,layer,4,1024
2024-08-18 06:35,8333.086,91.0966567993164,71177.766,48.20345306396485,74412.41,36.0915641784668,48,70525.87,48.65912628173828,10789.663,88.76204681396484,74092.87,37.03358459472656,36,73034.086,30.43567657470703,16534.963,83.29420471191406,70807.086,46.72329711914063,32,conv_mlp,True,False,False,True,16,0.0008,48,96,128,64,16,8,12,9,64,11,0.2,batch,8,1024
2024-08-18 12:12,54066.34,43.72022247314453,82517.95,20.311214447021484,82779.49,18.314817428588867,12,89866.52,-5.511148452758789,82070.17,11.44392204284668,82567.984,-1.4282270669937134,1,82567.984,-1.4282270669937134,82070.17,11.44392204284668,89866.52,-5.511148452758789,1,full,True,False,True,True,16,0.005,64,96,256,32,16,8,12,9,128,13,0.2,layer,8,1024
2024-08-18 15:34,11220.144,88.12386322021484,76881.53,29.783506393432617,72454.445,24.35664939880371,36,74147.82,37.68822479248047,18229.758,80.4513931274414,74385.125,21.304018020629883,21,71421.38,25.620609283447266,12006.062,87.02764129638672,75383.9,30.524375915527344,33,conv_mlp,True,False,False,False,36,0.0008,64,64,256,32,4,8,2,9,256,9,0.1,layer,32,1024
2024-08-18 15:45,14511.822,85.71027374267578,120828.74,16.103300094604492,77634.62,27.830053329467773,25,90495.08,-7.112561702728272,82153.06,9.858370780944824,82407.414,-2.901984930038452,1,76257.69,30.819822311401367,52619.746,48.79328155517578,83444.31,26.49763298034668,5,full,True,False,False,False,36,0.0008,96,48,256,8,4,4,4,11,256,9,0.1,layer,16,1024
