exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,scale_y,skip_mode,conv,mlp,use_pos,seq_len,lr,d,hid_d,last_d,tok_d,time_d,pos_d,e_layers,tok_conv_k,conv_out_d,feat_conv_k,dropout,norm_type,num_heads,bs
2024-08-18 19:34,33867.453,61.95513153076172,84607.0,41.26716995239258,80397.82,29.69452667236328,18,86174.28,12.08518123626709,76796.32,32.622188568115234,76238.266,26.42241668701172,3,76238.266,26.42241668701172,76796.32,32.622188568115234,86174.28,12.08518123626709,3,min_max,conv_mlp,True,False,False,36,0.05,64,16,64,8,8,16,8,11,256,11,0.1,layer,4,1024
2024-08-18 19:32,8127.1987,91.2474594116211,72525.766,31.3779411315918,74871.875,29.525196075439453,34,69955.72,26.98974609375,18043.37,80.8935317993164,79335.305,25.76918029785156,19,75541.27,23.2576904296875,45611.062,60.31969833374024,111188.836,3.066366910934448,10,min_max,full,True,True,False,8,0.003,96,16,64,8,8,16,6,9,256,11,0.2,layer,4,1024
2024-08-18 20:05,17182.535,83.91284942626953,80070.8,40.15406799316406,73730.36,35.96588897705078,25,70188.71,23.81927299499512,32796.355,60.55181121826172,67985.51,27.466880798339844,10,69664.01,29.85968589782715,35781.535,65.12380981445312,80132.44,22.5740909576416,11,min_max,conv_mlp,True,True,False,36,0.02,64,16,64,8,8,4,6,9,128,11,0.2,batch,16,1024
2024-08-18 19:25,38404.49,52.051002502441406,85014.99,9.993982315063477,86122.125,-10.114276885986328,11,86739.42,26.39918327331543,66621.01,47.82635116577149,75820.234,40.15747833251953,3,75820.234,40.15747833251953,66621.01,47.82635116577149,86739.42,26.39918327331543,3,min_max,conv_mlp,True,True,True,16,0.05,64,32,128,4,4,16,6,11,128,11,0.15,batch,4,1024
2024-08-18 19:58,30856.357,68.37547302246094,80853.88,31.05577278137207,71486.875,21.741973876953125,13,81348.7,30.848115921020508,75899.336,41.74410629272461,79564.67,39.41840362548828,2,72195.234,34.16083526611328,95574.83,22.058528900146484,263418.66,-231.3080291748047,3,min_max,full,True,False,False,16,0.05,64,32,64,8,16,4,6,9,256,11,0.15,batch,16,1024
2024-08-18 19:36,29810.375,65.66051483154297,90878.06,33.44499588012695,78025.66,13.582855224609377,12,78514.164,30.31132125854492,56556.727,42.40260314941406,73458.65,35.440452575683594,3,73458.65,35.440452575683594,56556.727,42.40260314941406,78514.164,30.31132125854492,3,min_max,full,True,True,True,16,0.05,64,16,128,8,4,4,6,11,128,11,0.15,layer,4,1024
2024-08-18 20:07,14126.584,84.4770736694336,77234.914,31.31847381591797,77565.44,33.42111587524414,21,71756.05,45.73281478881836,30626.26,73.37107849121094,79901.69,43.28093719482422,10,73666.5,45.935768127441406,52515.93,61.34770584106445,74315.96,45.28976058959961,6,min_max,conv_mlp,True,True,True,16,0.003,64,16,64,8,16,8,6,9,256,11,0.1,layer,4,1024
2024-08-18 19:28,6030.5527,93.4576644897461,70220.79,39.04036712646485,80452.93,11.597686767578123,47,69617.6,39.74418640136719,9579.096,90.41927337646484,79857.734,13.763957977294922,33,75689.23,30.56846237182617,67433.05,45.87822723388672,85982.82,17.577611923217773,5,min_max,full,True,False,True,8,0.003,64,48,128,8,4,16,8,9,256,9,0.1,batch,4,1024
2024-08-18 19:59,7509.744,91.84056854248048,73487.73,36.6185188293457,72154.28,25.017541885375977,43,72421.45,33.95631408691406,23690.67,76.74910736083984,74460.72,17.567031860351562,22,67393.07,43.9095573425293,45199.94,52.773712158203125,104432.75,-18.59848403930664,4,min_max,full,True,False,True,16,0.02,64,32,128,8,8,4,8,11,256,11,0.15,layer,32,1024
2024-08-18 19:47,18461.242,80.42749786376953,76453.17,16.97732162475586,91979.37,-32.23408508300781,25,77025.24,10.471952438354492,19654.62,80.13707733154297,88158.734,-18.28618049621582,23,71774.48,45.75641250610352,36960.086,56.06526184082031,83772.91,44.12356185913086,6,min_max,conv_mlp,True,True,False,36,0.008,96,16,64,8,4,8,6,11,128,11,0.2,layer,16,1024
